texto,classe
"Governo anuncia liberaįão de R$ 15 bilhões para a agricultura familiar: Valor será para a safra 2009/2010, diz ministro do Desenvolvimento Agrário. Deve ser criado também um seguro para investimento.",alegria
"Senadores com imķvel em Brasília continuarão recebendo auxílio-moradia: Mão Santa (PMDB-PI) afirma que benefício é para todos. José Sarney (PMDB-AP), não precisaria, mas vai devolver.",alegria
"Tony Blair vai depor em investigaįão britânica sobre a Guerra no Iraque: Ex-premię apoiou a invasão americana ao país. Ele se disse disposto a cooperar com a investigaįão.",alegria
"'Hora não é de demitir', diz ministro do Trabalho: Carlos Lupi participou da festa da Forįa Sindical nesta sexta (1ē). Ele estima que saldo de empregos em abril gere balanįo positivo no ano.",alegria
"Lula sanciona lei que dá prioridade em processos a pessoa com mais de 60 anos: Nova regra vale para tramitaįão de processos administrativos e judiciais. Legislaįão ainda prevę prioridade a portador de doenįa grave e deficięncia.",alegria
"Manejo florestal inspira projetos e desperta ceticismo na Amazônia: Ambientalistas apoiam iniciativas, mas críticos questionam viabilidade.",alegria
"Felizes, girafas Zagallo e Beija-Céu comemoram 1 ano de casamento: Festa acontece no sábado (16) no zoolķgico do Rio. Bolo será de cenoura recheado com jilķ, abķbora, raįão e banana.",alegria
"Aulas usam técnicas de decifraįão de crimes para ensinar cięncia nos EUA: Alunos ficam empolgados para vivenciar cenas ā la 'CSI' na prķpria escola. Metodologia está sendo cada vez mais usada no meio educacional.",alegria
"Codefat aprova linha de crédito R$ 200 milhões para taxistas, diz Lupi: Recursos são provenientes do Fundo de Amparo ao Trabalhador (FAT). Linha para revendedoras de carros está praticamente esgotada, diz.",alegria
"Chineses testam com sucesso anticoncepcional para homens: Injeįão de testosterona é eficaz, reversível e não tem fortes efeitos colaterais, dizem pesquisadores.",alegria
"Príncipe Charles convoca Pelé e '007' em campanha: Príncipe tenta ajudar a salvar as florestas e combater a mudanįa climática. Outras personalidades do mundo todo estão relacionadas.",alegria
"Cientistas criam câmera mais rápida do mundo: Físicos querem aperfeiįoar técnica para ajudar a detectar tumores.",alegria
"Corante de doces e bebidas ajuda a tratar lesão da medula em ratos: BBG recuperou parte dos movimentos das patas. Substância deixou animal temporariamente azul.",alegria
"Programa em MG aumenta uso de métodos anticoncepcionais entre jovens: Uso regular de preservativo com parceiro casual dobrou. Adoįão de método contraceptivo na última relaįão cresceu 68%.",alegria
"Pessoas produzem anticorpos naturais contra mal de Alzheimer, diz estudo: Pesquisa identificou prevenįão do prķprio organismo contra doenįa. Se for possível estimular mecanismo, casos de demęncia podem diminuir.",alegria
"Barbosa condena 11 réus do mensalão por formaįão de quadrilha. O ministro Joaquim Barbosa, do Supremo Tribunal Federal (STF), encerrou hoje (18) seu último voto na Aįão Penal 470, o processo do mensalão, condenando 11 réus por formaįão de quadrilha. Segundo o ministro, o réus do núcleo político, publicitário e financeiro agiram de forma organizada para cometer crimes.",alegria
"Música ajuda desenvolvimento de bebęs prematuros, diz estudo: Pesquisa canadense sugere que música reduz dores e estimula alimentaįão oral.",alegria
"Apostas de SP e MG dividem pręmio milionário da Mega-Sena: Cada aposta receberá R$ 14.486.088,42. Dezenas sorteadas: 05, 06, 09, 11, 18 e 37.",alegria
"Google anuncia rede experimental ultraveloz de fibra ķptica. Foi anunciado hoje no blog oficial da Google que a empresa está conduzindo um experimento prķprio de internet em ultra-alta-velocidade que permitirá transmissão rápida de vídeos 3D em alta definiįão, entre outros avanįos.",alegria
"Eclipse ajuda cientistas a identificar 'assinatura' de planetas como a Terra: Pesquisadores analisaram luz emanada da Lua durante eclipse lunar. Com isso, descobriram como seria a 'assinatura' da Terra, vista de longe.",alegria
"Setor de serviįos dos EUA vę melhora, mas continua em retraįão: Dado abaixo de 50 indica contraįão: em abril, índice ficou em 43,7. Setor de novas encomendas foi o que mais melhorou, atingindo 47 pontos.",alegria
"Senado aprova profissões de motoboy e mototaxista: A nova lei ainda precisa ser sancionada pelo presidente Lula. Caberá ās câmaras definirem em cada município regras específicas.",alegria
"Planta de 234 anos troca de vaso em Londres: Ela é considerada a mais antiga planta em vaso do mundo. Transplante ocorreu no Royal Botanical Gardens.",alegria
"Campanha de vacinaįão atingiu mais de 80% dos idosos do país, diz governo: Resultado superou o do ano passado em 1,5 milhão de pessoas. Amapá vacinou mais que a populaįão prevista para o estado.",alegria
"Juro bancário de pessoas físicas é o mais baixo desde dezembro de 2007: Em junho, juros médios para pessoas físicas somaram 45,6%, diz BC. BC avalia que ainda há 'bastante espaįo' para queda dos juros bancários.",alegria
"Filhote de peixe-boi é resgatado em Santarém (PA): Animal de cerca de cinco meses ficou preso em rede de pesca. Apķs receber tratamento, ele deve voltar ā natureza.",alegria
"Tabela Periķdica ganha 112ē elemento: Elemento superpesado descoberto por cientistas alemães existe apenas por alguns segundos e se desfaz.",alegria
"Arquiteto projeta muro para conter expansão do deserto do Saara: Obra teria 6 mil quilômetros e tentaria evitar desertificaįão, fenômeno que ameaįa 2 bilhões de pessoas segundo a ONU.",alegria
"Cessar-fogo em Gaza comeįa na noite desta terįa-feira, diz porta-voz do Hamas. O lado israelense ainda não comentou a declaraįão do porta-voz mas, na manhã desta terįa-feira, Israel suspendeu os planos de uma ofensiva terrestre na Faixa de Gaza.",alegria
"Finalistas ao 'melhor emprego do mundo' passam por processo seletivo: Emprego é em ilha paradisíaca na Austrália. Dezesseis pessoas chegaram ā etapa final.",alegria
"Porto Velho assina acordo com consķrcio de Jirau: Empresa fará investimentos compensatķrios no município. Pendęncia impedia liberaįão de licenįa do Ibama.",alegria
"Obama anuncia plano de US$ 63 bi para programa de saúde global: Verba será investida em programas já existentes. Aids e doenįas tropicais são alguns dos alvos.",alegria
"Lucro da Telmex Internacional cresce 126% no 2ē trimestre: Variaįão cambial favoreceu resultado da companhia. Número ficou acima do esperado por analistas.",alegria
"Federal do Ceará terá curso de jornalismo sķ para sem-terra: Com 60 vagas, graduaįão comeįa a ser oferecida em janeiro. Em junho, Justiįa decidiu pelo fim de curso de direito na Federal de Goiás.",alegria
"Foguete decola com satélites europeus de observaįão: Planck e Herschel vão estudar origens do Universo. Sondas alcanįarão sua ķrbita dentro de 60 dias.",alegria
"Petrobras afirma que perfuraįão de poįos do pré-sal tem 87% de sucesso: Nota foi divulgada em resposta a reportagem do jornal 'Valor'. Estatal diz que, na Bacia de Santos, taxa de ęxito foi de 100%.",alegria
"Time Warner anuncia que vai separar atividades da America Online: Aguardada cisão deve ser realizada ainda neste ano. Com isso, AOL voltará a ser independente e terá aįões na bolsa.",alegria
"Vacinaįão deve chegar ā metade da populaįão dos EUA: Grávidas devem ser as primeiras vacinadas contra a nova gripe nos EUA. País é o mais afetado pela pandemia do vírus H1N1.",alegria
"Lula sanciona lei que regulamenta profissão de motoboy e mototaxista: Para ministro, governo não pode fechar os olhos para a atividade. Profissionais terão que passar por curso específico.",alegria
"Gestantes com vaga temporária não podem ser demitidas. Tribunal Superior do Trabalho modificou súmulas de estabilidade de emprego.",alegria
"Lula sanciona lei que assegura direitos a gestantes e mães que cumprem pena: Lei prevę assistęncia médica pré e pķs-natal em penitenciárias femininas. Estabelecimentos devem também providenciar creches e berįários.",alegria
"Aprende-se mais com o sucesso do que com o erro, indica estudo: Testes de certo e errado foram aplicados a macacos em laboratķrio. Reaįão neuronal é mais forte quando teste anterior rendeu recompensa.",alegria
"Gerdau defende aumento do investimento público no Brasil: Empresário participa de evento sobre competitividade em Brasília. Segundo ele, governo deve investir pelo menos 10% do PIB.",alegria
"Irã liberta viúva condenada ao apedrejamento, diz comitę internacional. A viúva iraniana Sakineh Mohammadi-Ashtiani, condenada ā morte por apedrejamento, foi libertada juntamente com o seu filho e o seu advogado, anunciou nesta quinta-feira (9) o Comitę Internacional Contra Apedrejamento, sediado na Alemanha.",alegria
"Emirados Árabes lanįam ao espaįo primeiro satélite do país: Lanįador russo levou mais 5 satélites: 2 espanhķis, 2 argentinos e 1 inglęs. DubaiSat 1 tem 190 kg e orbita a Terra a 680 quilômetros de altura.",alegria
"CNJ proíbe magistrados de usar carros oficiais nos fins de semana e feriados: Resoluįão também veta o uso dos veículos por familiares de juízes. Regra é válida para todo o Judiciário, menos ministros do STF.",alegria
"Zoolķgico britânico apresenta filhote de elefante asiático: Bebę nasceu há seis dias em Bedfordshire, com 126 kg. Ele ainda não tem nome.",alegria
"Astronautas fecham primeira caminhada espacial ao telescķpio Hubble: Atividades fora do ônibus Atlantis levaram mais de sete horas. Dupla trocou câmera e preparou telescķpio para prķximas atividades.",alegria
"Quatro palestinos ficam feridos em bombardeio israelense a túneis em Gaza: Ataque é resposta ao lanįamento do 1ē foguete palestino contra Israel. Cinco túneis que abastecem Faixa de Gaza teriam sido destruídos.",desgosto
"Empresa de cartão de crédito processa Courtney Love por contas não pagas: Amex afirma que cantora deve US$ 350 mil em faturas de seu cartão. Procurada, agente de Love afirmou não ter informaįões sobre o caso.",desgosto
"Estudo aponta que desenvolvimento baseado em desmatamento é passageiro: Desenvolvimento humano é pior com desmatamento extremo, mostra artigo. Esgotamento de recursos naturais levaria a decadęncia econômica.",desgosto
"Presidente do Egito amplia o prķprio poder por decreto. O presidente do Egito, Mohammed Morsi, emitiu nesta quinta-feira emendas constitucionais por decretos que reforįam o prķprio poder da presidęncia e dão imunidade aos parlamentares islamitas que redigem a nova Constituiįão do país.",desgosto
"Notas de deputado estavam dentro da regularidade, diz funcionário da Câmara: Edmar Moreira é acusado de uso irregular de verba indenizatķria. Responsável por fiscalizaįão diz que cabe a ele declarar se serviįo foi feito.",desgosto
"Governo da Colômbia confirma primeiro caso da nova gripe no país: Doente é homem de 42 anos que mora prķximo ā capital. Caso pode ser o primeiro da doenįa na América do Sul.",desgosto
"Frente fria chega ao Sudeste no fim de semana: Previsão é de fortes pancadas de chuva em São Paulo. Segundo Cptec/Inpe, chuvas continuam no Norte e Nordeste.",desgosto
"Procon-SP multa 20 empresas por descumprir regras de telemarketing: Puniįões totalizam mais de R$ 10 milhões, segundo o ķrgão. Novas regras para SACs entraram em vigor em dezembro.",desgosto
"Conselho de Ética já tem 11 pedidos de investigaįão contra Sarney: Senadores do PSDB e do PDT já fizeram novas denúncias ao conselho. Parado devido ao recesso, ķrgão sķ deve se reunir no prķximo dia 5.",desgosto
"Instituto diz que 119 jornalistas foram mortos em 2012 no mundo. O IPI divulgou os dados durante reunião, em Viena, na Áustria, promovida pela associaįão de editores de imprensa e pelo Serviįo de Informaįões das Naįões Unidas.",desgosto
"Candidato reformista do Irã apela contra resultado das eleiįões: Mir Hosein Moussavi entrou com o pedido formal para anular resultado. Ele alega que houve fraude na votaįão que reelegeu Ahmadinejad.",desgosto
"Deslizamentos deixam tręs mortos em AL: Em Coqueiro Seco, adolescente dormia em casa atingida por barreira. Mãe e filho foram vítimas da chuva em Maceiķ.",desgosto
"Obras e má sinalizaįão aumentam acidentes em estradas no ES: Placas de sinalizaįão não resistem ao tráfego intenso na rodovia. Para Dnit, acidentes ocorrem pelo desrespeito aos limites de velocidade.",desgosto
"Agricultores e empresas criticam 'monopķlio' do BB em crédito rural: Programa Mais Alimentos é voltado ao financiamento da agricultura familiar. Concorręncia entre bancos favoreceria produtores, dizem.",desgosto
"OMS convoca comitę e pode declarar pandemia da nova gripe: Reunião do comitę de emergęncia acontece em Genebra. OMS reconheceu que a declaraįão de uma pandemia é iminente.",desgosto
